name,CEFR,Articles,Agreement,Spelling,Choice of lexical item,Absence of necessary explanation or detail,Choice of tense,Referential device,Infinitive construction,Word choice,Punctuation,Redundant component in clause or sentence,Derivational affixes,Tense form,Possessive form of a noun,Confusion of categories,Word order,Confusion of structures,Relative clauses,Noun number,Prepositions,Voice,Absence of a component in clause or sentence,"Change, addition, deletion of a part of collocation",Pronouns,Verb pattern,Parallel constructions,Comparative construction,Coherence,Numerals,Determiners,Prepositional noun,Linking device,Participle or gerund construction,Degree of comparison,Capitalisation,Conjunctions,Modals,Adjective as a collective noun,Negation,Countable/uncountable,Discourse,Inappropriate register,Adjectives,Prepositional adjective,Prepositional adverb,Nouns,Derivation,Compound word,Quantifiers,Adverbs,Vocabulary,Tense,Verbs,Noun + Infinitive,der_level3,der_level4,der_level5,der_level6,mci,num_inf,num_gerunds,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,num_prep,num_linkings,num_shell_noun,av_depth,max_depth,min_depth,num_acl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,num_pres_sing,num_pres_plur,num_past_part,num_past_simple
2014_AAl_10_1.txt,B2,7.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1515151515151515,0.0,0.0909090909090909,3.5,6,5,0.3333333333333333,0.3043478260869565,0.1538461538461538,0.3922322702763681,0.3076923076923077,0.5603864734299517,0.0772946859903381,0.038647342995169,0.323671497584541,92,0.4444444444444444,4.521553322083513,6.394442031083626,0.8479330623545267,245.216807347492,0.4444444444444444,0.7692307692307693,7.6923076923076925,1.9611613513818404,0.144927536231884,0.0869565217391304,0.144927536231884,0.1304347826086956,0.2753623188405797,18,7,0,5.571428571428571,8,4,1,4,7,207,7.428571428571429,29.571428571428573,13,6,7,3,9,1,2,26.0,33.0,24.886111111111116,31.244444444444444,3,0,3,7
2014_AAl_14_1.txt,B2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.1428571428571428,0.0714285714285714,0.0714285714285714,3.5,2,0,0.4148471615720524,0.3052631578947368,0.2142857142857142,0.5669467095138409,0.6428571428571429,0.6375545851528385,0.0611353711790393,0.0436681222707423,0.2576419213973798,99,0.4323144104803493,4.625966203808378,6.542104144505388,0.8456670854947835,309.0655751996018,0.4323144104803493,0.9285714285714286,12.071428571428571,2.456769074559977,0.1368421052631579,0.1004366812227074,0.1052631578947368,0.1157894736842105,0.2210526315789473,15,8,0,4.5,10,3,4,0,10,229,5.2,22.9,15,14,1,5,11,3,0,19.55555555555556,24.77777777777778,17.283774250440917,22.069708994709,1,0,6,10
2014_AAl_15_1.txt,B1,6.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.108695652173913,0.0,0.0869565217391304,4.0,1,3,0.3611111111111111,0.3406593406593406,0.125,0.3535533905932737,0.25,0.5753968253968254,0.0396825396825396,0.0476190476190476,0.3373015873015874,92,0.365079365079365,4.09800570932384,5.795455252808151,0.8177677126309107,278.8247234120409,0.365079365079365,0.6875,7.5625,1.9445436482630056,0.1208791208791208,0.0912698412698412,0.0769230769230769,0.0659340659340659,0.1428571428571428,18,14,0,5.555555555555555,7,5,3,3,9,252,7.111111111111111,28.0,13,9,4,6,11,2,0,19.875,26.125,18.847023809523808,24.66577380952381,4,0,7,5
2014_AAl_16_1.txt,B1,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.073170731707317,0.073170731707317,0.2439024390243902,4.5,8,0,0.3821138211382114,0.1808510638297872,0.0,0.0,0.0,0.6300813008130082,0.016260162601626,0.065040650406504,0.2886178861788617,90,0.3658536585365853,4.0575133560034455,5.738190417570045,0.8173548933358096,212.44621624645129,0.3658536585365853,0.6666666666666666,9.333333333333334,2.1602468994692865,0.1489361702127659,0.0528455284552845,0.1063829787234042,0.1702127659574468,0.2765957446808511,9,5,0,4.5,8,2,3,2,12,246,4.5,20.5,23,20,3,11,7,3,0,18.272727272727277,21.727272727272727,21.369211596484323,25.025613275613274,15,0,2,3
2014_AAl_17_1.txt,B1,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.09375,0.0625,0.09375,1.75,8,2,0.3619909502262443,0.1875,0.0,0.0,0.0,0.7285067873303167,0.0678733031674208,0.0316742081447963,0.1719457013574661,105,0.4751131221719457,4.994340688622188,7.063064336961281,0.8621378434645942,294.97608139205545,0.4751131221719457,0.8333333333333334,8.333333333333334,2.041241452319315,0.125,0.1176470588235294,0.1,0.1,0.2,13,7,0,4.7,9,0,1,1,10,221,7.1,22.1,18,14,4,2,9,1,2,17.333333333333332,22.11111111111111,20.25030864197531,25.23875661375661,7,0,1,1
2014_AAl_18_1.txt,B2,1.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073170731707317,0.1707317073170731,0.024390243902439,0.024390243902439,5.0,0,1,0.4215686274509804,0.2906976744186046,0.0625,0.1767766952966368,0.0625,0.6323529411764706,0.0833333333333333,0.0392156862745098,0.2450980392156863,93,0.4558823529411764,4.604186074841536,6.511302390730245,0.852293573367993,283.0957975293217,0.4558823529411764,0.6875,7.5625,1.9445436482630056,0.127906976744186,0.1127450980392156,0.1046511627906976,0.1046511627906976,0.2093023255813953,18,9,1,4.555555555555555,11,3,4,2,9,204,5.0,22.666666666666668,13,11,2,3,10,4,0,16.625,22.375,16.795238095238094,22.73169642857143,10,0,8,0
2014_AAl_19_1.txt,B2,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.075,0.075,0.225,5.5,5,2,0.4151785714285714,0.1827956989247312,0.1578947368421052,0.4866642633922876,0.4736842105263157,0.6428571428571429,0.0669642857142857,0.0669642857142857,0.2232142857142857,100,0.4464285714285714,4.72455591261534,6.681531047810609,0.8509740182304608,222.51130451598675,0.4464285714285714,0.8421052631578947,13.473684210526317,2.5955427380922007,0.1720430107526881,0.1160714285714285,0.1397849462365591,0.1075268817204301,0.2473118279569892,12,14,0,5.875,10,4,7,5,8,224,7.5,28.0,16,10,6,2,8,4,0,22.428571428571427,28.428571428571427,20.942857142857143,27.52108843537415,7,0,5,3
2014_AAl_1_1.txt,B1,18.0,2.0,11.0,4.0,5.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0454545454545454,0.0227272727272727,0.1818181818181818,4.75,2,2,0.4663677130044843,0.2692307692307692,0.0,0.0,0.0,0.600896860986547,0.0672645739910313,0.0493273542600896,0.2825112107623319,100,0.4484304932735426,4.735137238103785,6.696495301824251,0.8516781749555073,173.52318130529306,0.4484304932735426,0.6666666666666666,8.0,2.0,0.1153846153846153,0.1300448430493273,0.125,0.0769230769230769,0.2019230769230769,13,7,2,4.454545454545454,7,2,6,5,11,223,6.090909090909091,20.272727272727277,14,9,5,5,11,4,0,16.8,21.9,18.065952380952385,23.155436507936507,9,0,8,2
2014_AAl_20_1.txt,B1-,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428571428571,0.0285714285714285,0.0285714285714285,0.0571428571428571,3.5,3,0,0.3811881188118812,0.2337662337662337,0.0,0.0,0.0,0.6386138613861386,0.099009900990099,0.0346534653465346,0.2277227722772277,91,0.4504950495049505,4.527419215455451,6.402737657045656,0.8497799590486467,318.6747752945321,0.4504950495049505,0.9166666666666666,10.083333333333334,2.2453655975512468,0.1428571428571428,0.1188118811881188,0.0649350649350649,0.1168831168831168,0.1818181818181818,14,7,1,4.375,6,3,2,1,8,202,9.25,25.25,13,12,1,4,6,3,0,22.285714285714285,27.428571428571427,21.727891156462587,26.83707482993197,4,0,4,6
2014_AAl_21_1.txt,B1,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.1304347826086956,0.0869565217391304,0.0434782608695652,4.0,2,1,0.435,0.2068965517241379,0.0,0.0,0.0,0.6,0.095,0.03,0.275,94,0.47,4.7,6.646803743153546,0.8574976672697986,398.2923386137423,0.47,0.9,8.1,2.01246117974981,0.1034482758620689,0.115,0.1264367816091954,0.1494252873563218,0.2758620689655172,8,9,0,4.888888888888889,7,3,5,1,9,200,7.0,22.22222222222222,14,13,1,1,8,2,1,16.75,21.0,17.645089285714285,22.36636904761905,3,0,2,6
