name,CEFR,Redundant component in clause or sentence,Prepositions,Choice of lexical item,Spelling,Punctuation,Confusion of structures,Word order,Choice of tense,Verb pattern,Articles,Absence of a component in clause or sentence,Word choice,Degree of comparison,Modals,Noun number,Confusion of categories,Conjunctions,Determiners,Relative clauses,Agreement,Parallel constructions,Voice,Referential device,Linking device,Absence of necessary explanation or detail,Tense form,Derivational affixes,Derivation,"Change, addition, deletion of a part of collocation",Prepositional noun,Pronouns,Coherence,Capitalisation,Infinitive construction,Inappropriate register,Prepositional adjective,Comparative construction,Negation,Quantifiers,Countable/uncountable,Participle or gerund construction,Numerals,Possessive form of a noun,Discourse,Adjectives,Noun + Infinitive,Compound word,Nouns,Adverbs,Adjective as a collective noun,Tense,Prepositional adverb,Verbs,Vocabulary,Article,der_level3,der_level4,der_level5,der_level6,mci,num_inf,num_gerunds,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,num_prep,num_linkings,num_shell_noun,av_depth,max_depth,min_depth,num_acl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,lemma_sim_nei,pos_sim_all,lemma_sim_all,num_pres_sing,num_pres_plur,num_past_part,num_past_simple
2014_AAl_11_2.txt,B1-,4.0,3.0,5.0,10.0,5.0,1.0,1.0,2.0,2.0,12.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0404040404040404,0.0707070707070707,0.1212121212121212,6.0,10,5,0.4776536312849162,0.1111111111111111,0.1052631578947368,0.4588314677411235,0.4210526315789473,0.7178770949720671,0.1256983240223463,0.0139664804469273,0.1424581005586591,143,0.3994413407821229,5.344160913176341,7.557784842918166,0.8439446971451335,219.26471584226377,0.3994413407821229,0.7368421052631579,20.63157894736842,3.2118202741878643,0.1637426900584795,0.1312849162011173,0.1286549707602339,0.0760233918128654,0.2046783625730994,24,16,5,4.238095238095238,8,1,8,7,21,358,5.380952380952381,17.047619047619047,38,27,11,14,28,1,0,14.65,19.05,17.196766430379046,21.73221626777935,12,0,4,9
2014_AAl_12_2.txt,B1-,2.0,0.0,4.0,19.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.1724137931034483,0.1264367816091954,0.0689655172413793,3.75,23,2,0.480225988700565,0.088235294117647,0.125,0.5,0.5,0.7401129943502824,0.096045197740113,0.0310734463276836,0.1327683615819209,171,0.4830508474576271,6.4265735394241865,9.088547459041749,0.8760271686029577,218.43707953805205,0.4830508474576271,0.75,18.0,3.0,0.1411764705882353,0.1638418079096045,0.1823529411764705,0.0764705882352941,0.2588235294117647,20,15,1,4.611111111111111,9,0,4,4,18,354,5.277777777777778,19.666666666666668,28,22,6,3,31,0,5,16.88235294117647,22.058823529411764,18.0470368011458,23.51613147041348,12,0,5,4
2014_AAl_13_2.txt,B2,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235294117647058,0.1176470588235294,0.1294117647058823,0.0352941176470588,2.75,15,2,0.4346504559270516,0.1398601398601398,0.1923076923076923,0.6933752452815365,0.9615384615384616,0.6534954407294833,0.121580547112462,0.0455927051671732,0.1793313069908814,173,0.5258358662613982,6.7442421688141465,9.537798743065505,0.8891028723475513,366.5224653052183,0.5258358662613982,0.9615384615384616,24.03846153846154,3.466876226407682,0.1748251748251748,0.2036474164133738,0.1678321678321678,0.0979020979020979,0.2657342657342657,17,14,5,4.333333333333333,7,0,4,5,15,329,6.266666666666667,21.933333333333334,25,15,10,8,21,2,3,17.642857142857142,24.214285714285715,22.285314883529168,28.754833460190603,9,0,11,3
2014_AAl_14_2.txt,B1,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034090909090909,0.0568181818181818,0.0454545454545454,0.0681818181818181,5.0,21,1,0.4428152492668621,0.0993377483443708,0.1612903225806451,0.6350006350009525,0.8064516129032258,0.7390029325513197,0.0821114369501466,0.0557184750733137,0.1231671554252199,150,0.4398826979472141,5.743796858006126,8.122955416108235,0.8591797440387041,281.36441846620863,0.4398826979472141,0.8064516129032258,20.161290322580644,3.1750031750047625,0.1655629139072847,0.1378299120234604,0.1655629139072847,0.0794701986754966,0.2450331125827815,21,26,3,5.461538461538462,10,0,6,9,13,341,5.384615384615385,26.23076923076923,28,18,10,7,14,2,3,17.833333333333332,25.5,18.94104437229437,27.691684704184706,12,0,6,5
2014_AAl_15_2.txt,B1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044776119402985,0.0597014925373134,0.0298507462686567,0.0746268656716417,2.25,12,0,0.4467353951890034,0.0461538461538461,0.0,0.0,0.0,0.7250859106529209,0.1030927835051546,0.0034364261168384,0.1683848797250859,112,0.3848797250859107,4.642549364822198,6.565556275718151,0.8316992790801363,142.083290087389,0.3848797250859107,0.6363636363636364,8.909090909090908,2.1105794120443453,0.1076923076923077,0.1477663230240549,0.1076923076923077,0.0846153846153846,0.1923076923076923,18,13,1,4.416666666666667,10,0,4,2,12,291,8.25,24.25,24,19,5,9,18,2,5,20.818181818181817,26.363636363636363,22.127951593860683,28.03981700118064,5,0,6,4
2014_AAl_16_2.txt,B2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175438596491228,0.0175438596491228,0.0175438596491228,0.0175438596491228,2.0,18,1,0.4140127388535032,0.0538461538461538,0.0357142857142857,0.1336306209562122,0.0357142857142857,0.7484076433121019,0.0859872611464968,0.0095541401273885,0.1560509554140128,104,0.3312101910828025,4.150051799231635,5.869059539024244,0.8078054345084363,100.13098182546076,0.3312101910828025,0.5357142857142857,8.035714285714286,2.004459314343183,0.1153846153846153,0.0764331210191082,0.1307692307692307,0.0692307692307692,0.2,10,16,7,3.571428571428572,7,0,4,4,14,314,5.0,22.428571428571427,31,22,9,7,18,0,5,21.615384615384617,26.46153846153846,23.14342046842047,28.20193353654892,6,0,1,9
2014_AAl_17_2.txt,B1,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.15625,0.046875,0.078125,1.0,26,0,0.429305912596401,0.0778443113772455,0.0,0.0,0.0,0.7532133676092545,0.1285347043701799,0.0179948586118251,0.1002570694087404,151,0.3881748071979434,5.413612282334664,7.656003911107247,0.8413202118596536,223.52466463691465,0.3881748071979434,0.8148148148148148,17.925925925925927,2.9938207967349952,0.1317365269461078,0.1516709511568123,0.1377245508982036,0.0419161676646706,0.1796407185628742,12,17,2,4.8125,11,0,5,2,16,389,6.0,24.3125,40,27,13,9,26,0,7,21.066666666666663,27.266666666666666,23.3043857993858,29.707836607836608,15,0,2,7
2014_AAl_18_2.txt,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389610389610389,0.1428571428571428,0.0649350649350649,0.0649350649350649,2.5,22,4,0.4542586750788643,0.1041666666666666,0.0588235294117647,0.2425356250363329,0.1176470588235294,0.7255520504731862,0.1167192429022082,0.0315457413249211,0.1261829652996844,145,0.4574132492113564,5.758685663224147,8.144011366375091,0.8641810431626623,201.147880936401,0.4574132492113564,0.7647058823529411,19.88235294117647,3.1529631254723287,0.1805555555555555,0.138801261829653,0.1597222222222222,0.0902777777777777,0.25,18,17,6,5.066666666666666,10,3,3,4,15,317,6.133333333333334,21.133333333333333,30,25,5,5,21,2,2,15.857142857142858,22.0,17.54460321424607,23.690358252858253,6,0,5,7
2014_AAl_19_2.txt,B1,2.0,2.0,1.0,18.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649350649350649,0.1038961038961039,0.0909090909090909,0.0519480519480519,7.0,9,6,0.4727891156462585,0.1510791366906475,0.1290322580645161,0.508000508000762,0.5161290322580645,0.7278911564625851,0.1496598639455782,0.0238095238095238,0.0986394557823128,136,0.4625850340136054,5.608545472127793,7.931681071869338,0.8643592747597502,204.90368491396845,0.4625850340136054,0.7419354838709677,17.06451612903226,2.9210029210043813,0.1654676258992805,0.1564625850340136,0.158273381294964,0.0647482014388489,0.2230215827338129,16,15,5,5.25,10,3,4,7,12,294,4.75,24.5,31,19,12,12,19,2,0,21.272727272727277,27.0,21.733658008658008,28.89140430276794,15,0,6,3
2014_AAl_1_2.txt,B1-,1.0,3.0,8.0,13.0,1.0,0.0,2.0,1.0,3.0,9.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.1222222222222222,0.1,0.0444444444444444,2.5,18,1,0.4955489614243323,0.1257485029940119,0.0625,0.25,0.125,0.712166172106825,0.1572700296735905,0.029673590504451,0.1008902077151334,159,0.4718100890207715,6.124451165382196,8.661281900175208,0.8709333291086538,267.9736654303635,0.4718100890207715,0.875,24.5,3.5,0.1676646706586826,0.1691394658753709,0.1497005988023952,0.0838323353293413,0.2335329341317365,12,15,4,4.166666666666667,7,0,1,6,18,337,5.111111111111111,18.72222222222222,30,23,7,11,33,1,0,15.470588235294118,20.352941176470587,16.66810439176356,21.40290416043011,9,0,8,1
